,DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,VOLUME,VALUE,NO OF TRADES,DELIVERY QTY,DELIVERY %,SYMBOL
83,2026-05-04 18:30:00,EQ,1460.0,1473.4,1450.0,1463.1,1462.5,1463.6,1461.45,23543341,34407523385.1,312401,10544782,44.79,RELIANCE
84,2026-05-03 18:30:00,EQ,1433.4,1467.4,1433.4,1430.8,1467.2,1463.1,1454.0,24035700,34947863091.0,417403,16691429,69.44,RELIANCE
85,2026-04-29 18:30:00,EQ,1409.0,1437.0,1393.1,1425.4,1436.0,1430.8,1416.42,30957881,43849430496.9,364569,16283197,52.6,RELIANCE
86,2026-04-28 18:30:00,EQ,1392.0,1433.8,1391.3,1388.9,1430.0,1425.4,1418.23,30542143,43315858969.9,377101,20507763,67.15,RELIANCE
87,2026-04-27 18:30:00,EQ,1358.0,1395.2,1357.0,1365.8,1393.0,1388.9,1380.39,41027699,56634360964.6,371160,26885393,65.53,RELIANCE
88,2026-04-26 18:30:00,EQ,1313.0,1371.6,1311.0,1327.8,1370.0,1365.8,1346.48,24673098,33221715766.8,301732,15984680,64.79,RELIANCE
89,2026-04-23 18:30:00,EQ,1340.0,1345.9,1325.0,1343.4,1331.0,1327.8,1333.01,11744802,15655932416.2,197088,8024498,68.32,RELIANCE
90,2026-04-22 18:30:00,EQ,1346.0,1355.5,1340.7,1362.1,1344.4,1343.4,1347.84,16385079,22084484854.7,209218,8010941,48.89,RELIANCE
91,2026-04-22 18:30:00,T0,1346.0,1346.0,1346.0,1362.1,1346.0,1343.4,1346.0,1,1346.0,1,1,100.0,RELIANCE
92,2026-04-21 18:30:00,EQ,1350.3,1366.0,1349.1,1353.3,1362.0,1362.1,1360.4,9525953,12959100398.9,153909,5874226,61.67,RELIANCE
93,2026-04-20 18:30:00,EQ,1359.0,1369.8,1350.1,1363.3,1354.9,1353.3,1356.6,27293629,37026449570.4,297701,13024765,47.72,RELIANCE
94,2026-04-19 18:30:00,EQ,1363.2,1373.0,1352.8,1365.0,1361.1,1363.3,1365.92,13614733,18596570380.6,240331,5936535,43.6,RELIANCE
95,2026-04-16 18:30:00,EQ,1340.0,1368.4,1340.0,1343.3,1364.9,1365.0,1359.14,13869105,18850089777.3,226433,6045217,43.59,RELIANCE
96,2026-04-15 18:30:00,EQ,1352.0,1353.8,1330.0,1344.1,1345.9,1343.3,1338.46,30211012,40436195396.3,333177,8252499,27.32,RELIANCE
97,2026-04-14 18:30:00,EQ,1337.0,1347.0,1334.2,1315.1,1342.9,1344.1,1340.02,15313779,20520818325.6,259818,7805326,50.97,RELIANCE
98,2026-04-12 18:30:00,EQ,1321.2,1327.6,1310.0,1350.2,1314.0,1315.1,1316.46,28753269,37852516273.6,456747,14244342,49.54,RELIANCE
99,2026-04-09 18:30:00,EQ,1337.0,1352.3,1331.5,1330.0,1350.0,1350.2,1346.97,19364461,26083304335.7,228260,11281336,58.26,RELIANCE
100,2026-04-08 18:30:00,EQ,1346.0,1350.0,1326.3,1347.8,1330.0,1330.0,1333.26,20725390,27632249237.2,277395,7504004,36.21,RELIANCE
101,2026-04-07 18:30:00,EQ,1349.0,1350.6,1326.2,1304.6,1349.4,1347.8,1343.02,21817543,29301422736.4,434059,10468433,47.98,RELIANCE
102,2026-04-06 18:30:00,EQ,1295.0,1308.3,1291.0,1304.7,1307.3,1304.6,1298.73,28388922,36869641751.6,364146,13097750,46.14,RELIANCE
103,2026-04-05 18:30:00,EQ,1359.0,1359.0,1290.0,1350.5,1306.0,1304.7,1306.37,29274881,38243783551.0,584670,14516258,49.59,RELIANCE
104,2026-04-01 18:30:00,EQ,1357.0,1358.2,1328.0,1369.2,1350.9,1350.5,1346.65,21280051,28656873097.2,335321,8175832,38.42,RELIANCE
105,2026-03-31 18:30:00,EQ,1384.2,1384.4,1362.9,1343.9,1369.5,1369.2,1372.02,14404619,19763387955.3,241179,7282785,50.56,RELIANCE
106,2026-03-29 18:30:00,EQ,1335.0,1365.0,1334.1,1348.1,1348.3,1343.9,1347.25,24393861,32864544984.7,426526,11425618,46.84,RELIANCE
107,2026-03-26 18:30:00,EQ,1401.0,1404.7,1345.0,1413.1,1348.0,1348.1,1359.97,23266517,31641734742.5,546051,12576544,54.05,RELIANCE
108,2026-03-24 18:30:00,EQ,1420.0,1430.5,1408.4,1411.8,1413.8,1413.1,1418.75,19041331,27014940455.5,313024,9035741,47.45,RELIANCE
109,2026-03-23 18:30:00,EQ,1420.0,1422.4,1406.6,1407.8,1414.0,1411.8,1413.2,18620893,26315089062.4,304313,9406770,50.52,RELIANCE
110,2026-03-22 18:30:00,EQ,1400.0,1415.6,1391.0,1414.4,1404.0,1407.8,1404.46,18979554,26655971496.8,385355,12347858,65.06,RELIANCE
111,2026-03-19 18:30:00,EQ,1398.0,1430.0,1396.1,1384.8,1413.6,1414.4,1418.94,22994918,32628466606.5,315139,12900815,56.1,RELIANCE
112,2026-03-18 18:30:00,EQ,1388.0,1415.7,1376.1,1408.1,1392.0,1384.8,1394.72,16498373,23010687830.5,305792,6933893,42.03,RELIANCE
113,2026-03-17 18:30:00,EQ,1397.2,1412.9,1397.2,1397.6,1407.2,1408.1,1408.59,9559327,13465178867.7,212371,5294209,55.38,RELIANCE
114,2026-03-16 18:30:00,EQ,1399.0,1405.9,1388.2,1395.1,1394.8,1397.6,1398.21,19007744,26576882526.6,273340,6726169,35.39,RELIANCE
115,2026-03-15 18:30:00,EQ,1380.0,1397.3,1363.5,1380.7,1394.0,1395.1,1384.52,22837802,31619378231.5,293132,12205501,53.44,RELIANCE
116,2026-03-12 18:30:00,EQ,1385.2,1400.8,1378.4,1392.2,1382.1,1380.7,1388.25,17265090,23968236254.7,315335,8282491,47.97,RELIANCE
117,2026-03-11 18:30:00,EQ,1390.0,1410.9,1381.1,1390.2,1390.0,1392.2,1397.56,20939959,29264877793.7,370385,8971814,42.85,RELIANCE
118,2026-03-10 18:30:00,EQ,1424.9,1434.0,1383.6,1408.8,1386.8,1390.2,1402.95,21848087,30651692543.4,358595,9837323,45.03,RELIANCE
119,2026-03-09 18:30:00,EQ,1430.6,1431.5,1400.6,1424.0,1410.9,1408.8,1410.92,18071259,25497167382.5,266712,6133565,33.94,RELIANCE
120,2026-03-08 18:30:00,EQ,1375.0,1429.4,1370.0,1404.8,1418.6,1424.0,1404.08,24870822,34920585822.3,363998,11723015,47.14,RELIANCE
121,2026-03-05 18:30:00,EQ,1396.5,1424.3,1390.3,1389.4,1407.0,1404.8,1412.87,19311971,27285257299.5,291792,10743452,55.63,RELIANCE
122,2026-03-04 18:30:00,EQ,1353.1,1399.0,1353.1,1345.0,1386.4,1389.4,1383.03,25957532,35899997226.1,339169,12618188,48.61,RELIANCE
123,2026-03-03 18:30:00,EQ,1330.0,1352.8,1307.0,1358.0,1345.2,1345.0,1334.6,32495007,43367943821.3,643399,20714128,63.75,RELIANCE
124,2026-03-01 18:30:00,EQ,1375.5,1378.6,1341.5,1393.9,1360.0,1358.0,1358.19,23728722,32228124369.6,384813,10106057,42.59,RELIANCE
125,2026-02-26 18:30:00,EQ,1398.0,1410.4,1388.1,1406.8,1394.9,1393.9,1397.46,12031440,16813512507.2,195405,7376442,61.31,RELIANCE
